ParkName,BeginTempCelsius,BeginPrecip,Year,DeerNum,VegType,GPSDate,GPSTime,Long,Lat,Month
Pea Ridge National Military Park,17.1,Mist or fog,2009,6,Upland Forest,2/10/2009,18:29:56,-94.04139581,36.46046433,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,3,Upland Forest,2/10/2009,18:40:35,-94.02241526,36.45588208,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,3,Upland Forest,2/10/2009,18:45:17,-94.01994169,36.45380679,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,4,Upland Forest,2/10/2009,18:46:59,-94.01827012,36.45353032,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,2,Upland Forest,2/10/2009,18:48:44,-94.01751678,36.45349817,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,4,Upland Forest,2/10/2009,18:51:45,-94.01896057,36.45110748,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,2,Upland Forest,2/10/2009,18:54:36,-94.02135277,36.4497575,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,20,Grassland/Prairie,2/10/2009,18:56:21,-94.02357893,36.44847377,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,2,Upland Forest,2/10/2009,18:57:59,-94.02465893,36.44785362,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,5,Grassland/Prairie,2/10/2009,19:00:22,-94.0263746,36.44561051,02
Pea Ridge National Military Park,17.1,Mist or fog,2009,3,Mowed Lawn,2/10/2009,19:02:37,-94.02715668,36.44369045,02
Pea Ridge National Military Park,11.4,No rain,2009,2,Grassland/Prairie,2/17/2009,19:00:38,-94.027475,36.44351078,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Upland Forest,2/17/2009,19:02:12,-94.02810968,36.44314026,02
Pea Ridge National Military Park,11.4,No rain,2009,2,Grassland/Prairie,2/17/2009,19:04:33,-94.0319969,36.44088757,02
Pea Ridge National Military Park,11.4,No rain,2009,4,Grassland/Prairie,2/17/2009,19:06:04,-94.03291684,36.44056485,02
Pea Ridge National Military Park,11.4,No rain,2009,6,Upland Forest,2/17/2009,19:07:56,-94.0343852,36.44029756,02
Pea Ridge National Military Park,11.4,No rain,2009,2,Upland Forest,2/17/2009,19:10:49,-94.03645137,36.44027786,02
Pea Ridge National Military Park,11.4,No rain,2009,2,Upland Forest,2/17/2009,19:12:19,-94.03750003,36.4402953,02
Pea Ridge National Military Park,11.4,No rain,2009,4,Upland Forest,2/17/2009,19:13:51,-94.03856659,36.44029369,02
Pea Ridge National Military Park,11.4,No rain,2009,10,Grassland/Prairie,2/17/2009,19:21:04,-94.0522899,36.4442907,02
Pea Ridge National Military Park,11.4,No rain,2009,5,Grassland/Prairie,2/17/2009,19:22:31,-94.05228256,36.44498527,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Grassland/Prairie,2/17/2009,19:26:57,-94.05113408,36.45243946,02
Pea Ridge National Military Park,11.4,No rain,2009,2,Upland Forest,2/17/2009,19:31:58,-94.04542764,36.45878523,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Upland Forest,2/17/2009,19:34:28,-94.04374541,36.46030735,02
Pea Ridge National Military Park,11.4,No rain,2009,5,Upland Forest,2/17/2009,19:45:57,-94.01750823,36.45349972,02
Pea Ridge National Military Park,11.4,No rain,2009,6,Grassland/Prairie,2/17/2009,19:47:34,-94.0163098,36.45280102,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Upland Forest,2/17/2009,19:50:31,-94.01937971,36.45088894,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Upland Forest,2/17/2009,19:52:19,-94.02033503,36.45033902,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Grassland/Prairie,2/17/2009,19:54:26,-94.02282199,36.44890754,02
Pea Ridge National Military Park,11.4,No rain,2009,3,Upland Forest,2/17/2009,19:56:25,-94.02468914,36.44783793,02
Pea Ridge National Military Park,11.4,No rain,2009,4,Grassland/Prairie,2/17/2009,19:58:25,-94.02632024,36.44575326,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Upland Forest,2/17/2009,20:04:04,-94.02799438,36.44320117,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Upland Forest,2/17/2009,20:06:13,-94.02828614,36.44303153,02
Pea Ridge National Military Park,11.2,No rain,2009,5,Mowed Lawn,2/17/2009,20:08:40,-94.03237671,36.44073203,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Grassland/Prairie,2/17/2009,20:10:06,-94.0330266,36.44053307,02
Pea Ridge National Military Park,11.2,No rain,2009,5,Upland Forest,2/17/2009,20:11:18,-94.03343749,36.44042564,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Upland Forest,2/17/2009,20:13:31,-94.03699522,36.44028769,02
Pea Ridge National Military Park,11.2,No rain,2009,6,Grassland/Prairie,2/17/2009,20:20:33,-94.05229025,36.44498274,02
Pea Ridge National Military Park,11.2,No rain,2009,3,Grassland/Prairie,2/17/2009,20:25:14,-94.05112601,36.45245317,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Upland Forest,2/17/2009,20:28:58,-94.04618031,36.4555968,02
Pea Ridge National Military Park,11.2,No rain,2009,3,Upland Forest,2/17/2009,20:32:27,-94.0444482,36.45796806,02
Pea Ridge National Military Park,11.2,No rain,2009,6,Upland Forest,2/17/2009,20:51:11,-94.01759143,36.45351085,02
Pea Ridge National Military Park,11.2,No rain,2009,6,Grassland/Prairie,2/17/2009,20:52:46,-94.01623998,36.45286039,02
Pea Ridge National Military Park,11.2,No rain,2009,3,Upland Forest,2/17/2009,20:55:00,-94.01936312,36.45089733,02
Pea Ridge National Military Park,11.2,No rain,2009,2,Upland Forest,2/17/2009,20:58:02,-94.02455282,36.44791371,02
Pea Ridge National Military Park,11.2,No rain,2009,4,Grassland/Prairie,2/17/2009,21:00:04,-94.0262993,36.44581474,02
Pea Ridge National Military Park,11.9,No rain,2009,2,Upland Forest,2/17/2009,21:05:59,-94.02819472,36.44306982,02
Pea Ridge National Military Park,11.9,No rain,2009,4,Grassland/Prairie,2/17/2009,21:09:51,-94.03288438,36.44056711,02
Pea Ridge National Military Park,11.9,No rain,2009,4,Grassland/Prairie,2/17/2009,21:19:26,-94.05228784,36.44431404,02
Pea Ridge National Military Park,11.9,No rain,2009,6,Upland Forest,2/17/2009,21:54:35,-94.01763952,36.45350606,02
Pea Ridge National Military Park,11.9,No rain,2009,6,Grassland/Prairie,2/17/2009,21:56:17,-94.01623224,36.45287097,02
Pea Ridge National Military Park,11.9,No rain,2009,3,Upland Forest,2/17/2009,21:58:41,-94.01996066,36.45055241,02
Pea Ridge National Military Park,11.9,No rain,2009,3,Upland Forest,2/17/2009,22:01:33,-94.02487898,36.44773079,02
Pea Ridge National Military Park,11.9,No rain,2009,2,Grassland/Prairie,2/17/2009,22:03:30,-94.02636536,36.44563439,02
Pea Ridge National Military Park,11.9,No rain,2009,17,Mowed Lawn,2/17/2009,22:06:07,-94.02715432,36.44366231,02
Pea Ridge National Military Park,-4.4,No rain,2009,1,Upland Forest,2/17/2009,16:13:57,-94.03577511,36.44027148,02
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,20:14:27,-91.34724044,34.02683765,01
Arkansas Post National Memorial,1.9,Light rain,2009,3,Mowed Lawn,1/5/2009,20:18:22,-91.34319563,34.02331961,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,20:22:38,-91.3463405,34.01870149,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,20:32:11,-91.352322,34.02189623,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,20:34:40,-91.35340744,34.02126742,01
Arkansas Post National Memorial,1.9,Light rain,2009,1,Riparian Forest,1/5/2009,18:19:11,-91.34317229,34.0257973,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Mowed Lawn,1/5/2009,18:22:52,-91.34318242,34.02428665,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Mowed Lawn,1/5/2009,18:24:23,-91.34321925,34.02396802,01
Arkansas Post National Memorial,1.9,Light rain,2009,1,Riparian Forest,1/5/2009,18:27:23,-91.34457634,34.02097241,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,18:30:18,-91.34621681,34.01878168,01
Arkansas Post National Memorial,1.9,Light rain,2009,2,Riparian Forest,1/5/2009,18:39:37,-91.353381,34.02125172,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,2,Mowed Lawn,1/5/2009,19:17:08,-91.34321394,34.02392148,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,1,Riparian Forest,1/5/2009,19:25:08,-91.34447226,34.02136929,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,3,Riparian Forest,1/5/2009,19:35:51,-91.34626021,34.01874767,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,1,Riparian Forest,1/5/2009,19:41:22,-91.34686205,34.02206532,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,3,Riparian Forest,1/5/2009,19:44:18,-91.34859599,34.02247669,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,1,Riparian Forest,1/5/2009,19:47:33,-91.34916817,34.02268218,01
Arkansas Post National Memorial,1.8,Light drizzle,2009,3,Riparian Forest,1/5/2009,19:49:45,-91.35226592,34.02194715,01
Arkansas Post National Memorial,8.8,No rain,2009,2,Mowed Lawn,1/12/2009,20:33:25,-91.35345633,34.02128202,01
Arkansas Post National Memorial,10.1,No rain,2009,2,Mowed Lawn,1/12/2009,18:25:32,-91.34593723,34.01728737,01
Arkansas Post National Memorial,10.1,No rain,2009,2,Mowed Lawn,1/12/2009,18:28:04,-91.34532748,34.01685952,01
Arkansas Post National Memorial,10.1,No rain,2009,1,Riparian Forest,1/12/2009,18:36:12,-91.35348899,34.02128613,01
Arkansas Post National Memorial,9.3,No rain,2009,1,Mowed Lawn,1/12/2009,19:24:43,-91.34652218,34.01855553,01
Arkansas Post National Memorial,9.3,No rain,2009,1,Riparian Forest,1/12/2009,19:26:40,-91.34651349,34.01856225,01
Arkansas Post National Memorial,9.3,No rain,2009,2,Mowed Lawn,1/12/2009,19:35:33,-91.35344923,34.02129026,01
Arkansas Post National Memorial,-1.1,No rain,2009,1,Riparian Forest,1/20/2009,20:28:02,-91.34318541,34.02496015,01
Arkansas Post National Memorial,2.6,No rain,2009,1,Riparian Forest,1/20/2009,18:29:10,-91.34640148,34.02684932,01
Arkansas Post National Memorial,2.6,No rain,2009,3,Other,1/20/2009,18:38:10,-91.34317542,34.02496426,01
Arkansas Post National Memorial,2.6,No rain,2009,2,Riparian Forest,1/20/2009,18:40:37,-91.34317887,34.0249042,01
Arkansas Post National Memorial,2.6,No rain,2009,1,Mowed Lawn,1/20/2009,18:42:30,-91.3431998,34.02427019,01
Arkansas Post National Memorial,5.7,No rain,2009,8,Mowed Lawn,2/2/2009,18:45:39,-91.34320214,34.02423225,02
Arkansas Post National Memorial,5.7,No rain,2009,4,Mowed Lawn,2/2/2009,18:48:47,-91.34388368,34.022518410000004,02
Arkansas Post National Memorial,5.7,No rain,2009,4,Mowed Lawn,2/2/2009,18:51:12,-91.34462458,34.02080689,02
Arkansas Post National Memorial,5.7,No rain,2009,2,Mowed Lawn,2/2/2009,18:54:37,-91.34598138,34.01732467,02
Arkansas Post National Memorial,5.7,No rain,2009,3,Mowed Lawn,2/2/2009,18:56:02,-91.34582477,34.01721887,02
Arkansas Post National Memorial,1.9,No rain,2009,3,Riparian Forest,2/2/2009,19:45:31,-91.34458194,34.02091832,02
Arkansas Post National Memorial,2.4,No rain,2009,2,Riparian Forest,2/2/2009,20:43:00,-91.34317882,34.02504959,02
Arkansas Post National Memorial,2.4,No rain,2009,5,Riparian Forest,2/2/2009,20:44:39,-91.34320314,34.02414064,02
Arkansas Post National Memorial,2.4,No rain,2009,1,Mowed Lawn,2/2/2009,20:50:02,-91.34659826,34.01777849,02
Arkansas Post National Memorial,2.4,No rain,2009,4,Mowed Lawn,2/2/2009,20:52:03,-91.34586569,34.0172358,02
Arkansas Post National Memorial,22.4,No rain,2009,6,Mowed Lawn,2/9/2009,18:53:06,-91.34320017,34.02434255,02
Arkansas Post National Memorial,22.4,No rain,2009,3,Mowed Lawn,2/9/2009,18:58:37,-91.34616155,34.01745076,02
Arkansas Post National Memorial,22.4,No rain,2009,2,Riparian Forest,2/9/2009,19:00:28,-91.3453781,34.01690022,02
Arkansas Post National Memorial,22.4,No rain,2009,2,Mowed Lawn,2/9/2009,19:07:22,-91.35067483,34.02306679,02
Arkansas Post National Memorial,22.4,No rain,2009,5,Mowed Lawn,2/9/2009,19:10:29,-91.35359338,34.02136085,02
Arkansas Post National Memorial,20.3,No rain,2009,2,Riparian Forest,2/9/2009,19:49:36,-91.34575826,34.02684626,02
Arkansas Post National Memorial,20.3,No rain,2009,6,Mowed Lawn,2/9/2009,19:53:34,-91.34320069,34.02435003,02
Arkansas Post National Memorial,20.3,No rain,2009,3,Mowed Lawn,2/9/2009,19:58:36,-91.34673569,34.01806282,02
Arkansas Post National Memorial,20.3,No rain,2009,6,Mowed Lawn,2/9/2009,20:00:35,-91.34568806,34.01712532,02
Arkansas Post National Memorial,20.3,No rain,2009,2,Mowed Lawn,2/9/2009,20:07:36,-91.35084643,34.02303624,02
Arkansas Post National Memorial,20.3,No rain,2009,4,Mowed Lawn,2/9/2009,20:10:56,-91.3535799,34.02133784,02
Arkansas Post National Memorial,20.1,No rain,2009,5,Mowed Lawn,2/9/2009,20:53:33,-91.3432085,34.02415724,02
Arkansas Post National Memorial,20.1,No rain,2009,2,Mowed Lawn,2/9/2009,21:09:17,-91.35076715,34.02303174,02
Arkansas Post National Memorial,20.1,No rain,2009,4,Mowed Lawn,2/9/2009,21:12:15,-91.35362746,34.02136276,02
Arkansas Post National Memorial,6.4,No rain,2010,2,Riparian Forest,1/11/2010,18:16:43,-91.35175945,34.02513377,01
Arkansas Post National Memorial,6.4,No rain,2010,4,Riparian Forest,1/11/2010,18:20:18,-91.34861741,34.02645402,01
Arkansas Post National Memorial,6.4,No rain,2010,3,Riparian Forest,1/11/2010,18:22:57,-91.34663085,34.02683453,01
Arkansas Post National Memorial,6.4,No rain,2010,2,Riparian Forest,1/11/2010,18:24:32,-91.34659103,34.02683484,01
Arkansas Post National Memorial,6.4,No rain,2010,3,Riparian Forest,1/11/2010,18:26:39,-91.34484419,34.02683112,01
Arkansas Post National Memorial,6.4,No rain,2010,11,Mowed Lawn,1/11/2010,18:30:30,-91.34322279,34.02380176,01
Arkansas Post National Memorial,6.4,No rain,2010,4,Riparian Forest,1/11/2010,18:34:31,-91.34465202,34.02065675,01
Arkansas Post National Memorial,6.4,No rain,2010,4,Riparian Forest,1/11/2010,18:36:35,-91.3446819,34.0205346,01
Arkansas Post National Memorial,6.4,No rain,2010,4,Riparian Forest,1/11/2010,18:39:12,-91.344999670000007,34.01978212,01
Arkansas Post National Memorial,6.4,No rain,2010,1,Riparian Forest,1/11/2010,18:41:03,-91.34558753,34.01928394,01
Arkansas Post National Memorial,6.4,No rain,2010,1,Riparian Forest,1/11/2010,18:51:15,-91.34972705,34.02290175,01
Arkansas Post National Memorial,2.9,No rain,2010,1,Riparian Forest,1/11/2010,19:18:23,-91.35171094,34.02515926,01
Arkansas Post National Memorial,2.9,No rain,2010,1,Riparian Forest,1/11/2010,19:22:59,-91.3468823,34.02686127,01
Arkansas Post National Memorial,2.9,No rain,2010,1,Riparian Forest,1/11/2010,19:24:38,-91.34570088,34.02683705,01
Arkansas Post National Memorial,2.9,No rain,2010,3,Riparian Forest,1/11/2010,19:27:44,-91.34318697,34.02484826,01
Arkansas Post National Memorial,2.9,No rain,2010,2,Mowed Lawn,1/11/2010,19:30:31,-91.34319823,34.02359916,01
Arkansas Post National Memorial,2.9,No rain,2010,3,Riparian Forest,1/11/2010,19:33:44,-91.34466008,34.02060372,01
Arkansas Post National Memorial,2.9,No rain,2010,4,Riparian Forest,1/11/2010,19:36:16,-91.34660869,34.01847004,01
Arkansas Post National Memorial,2.9,No rain,2010,2,Mowed Lawn,1/11/2010,19:37:59,-91.3466114,34.01778753,01
Arkansas Post National Memorial,2.9,No rain,2010,1,Riparian Forest,1/11/2010,19:45:12,-91.34973335,34.02289833,01
Arkansas Post National Memorial,0.8,No rain,2010,2,Riparian Forest,1/11/2010,20:18:54,-91.34757358,34.02678602,01
Arkansas Post National Memorial,0.8,No rain,2010,3,Riparian Forest,1/11/2010,20:21:25,-91.34738964,34.02681341,01
Arkansas Post National Memorial,0.8,No rain,2010,6,Riparian Forest,1/11/2010,20:23:52,-91.34582371,34.02684452,01
Arkansas Post National Memorial,0.8,No rain,2010,4,Riparian Forest,1/11/2010,20:28:29,-91.34316589,34.02520333,01
Arkansas Post National Memorial,0.8,No rain,2010,2,Mowed Lawn,1/11/2010,20:34:33,-91.34667107,34.01786436,01
Arkansas Post National Memorial,0.8,No rain,2010,1,Riparian Forest,1/11/2010,20:40:38,-91.34946582,34.0227804,01
Arkansas Post National Memorial,0.8,No rain,2010,1,Riparian Forest,1/11/2010,20:42:02,-91.34949985,34.02280889,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Riparian Forest,1/19/2010,18:31:40,-91.34652052,34.02684871,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Riparian Forest,1/19/2010,18:33:25,-91.34587413,34.02683525,01
Arkansas Post National Memorial,17.5,No rain,2010,9,Riparian Forest,1/19/2010,18:36:37,-91.34318933,34.02467765,01
Arkansas Post National Memorial,17.5,No rain,2010,1,Mowed Lawn,1/19/2010,18:38:37,-91.34320481,34.02402748,01
Arkansas Post National Memorial,17.5,No rain,2010,3,Mowed Lawn,1/19/2010,18:40:33,-91.343211,34.02388826,01
Arkansas Post National Memorial,17.5,No rain,2010,5,Mowed Lawn,1/19/2010,18:41:30,-91.34321963,34.02379646,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Mowed Lawn,1/19/2010,18:45:54,-91.34661487,34.01845328,01
Arkansas Post National Memorial,17.5,No rain,2010,7,Mowed Lawn,1/19/2010,18:47:06,-91.34668406,34.01836706,01
Arkansas Post National Memorial,17.5,No rain,2010,9,Mowed Lawn,1/19/2010,18:48:54,-91.34588697,34.01726401,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Mowed Lawn,1/19/2010,18:50:45,-91.34590526,34.01727563,01
Arkansas Post National Memorial,17.5,No rain,2010,3,Mowed Lawn,1/19/2010,18:52:16,-91.34578426,34.01719674,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Riparian Forest,1/19/2010,18:58:44,-91.3452191,34.02218637,01
Arkansas Post National Memorial,17.5,No rain,2010,3,Riparian Forest,1/19/2010,19:04:02,-91.35224441,34.02195369,01
Arkansas Post National Memorial,17.5,No rain,2010,2,Riparian Forest,1/19/2010,19:05:26,-91.35226028,34.02192482,01
Arkansas Post National Memorial,17.5,No rain,2010,3,Riparian Forest,1/19/2010,19:06:48,-91.35262492,34.02183777,01
Arkansas Post National Memorial,17.5,No rain,2010,3,Mowed Lawn,1/19/2010,19:07:57,-91.3526826,34.02184392,01
Arkansas Post National Memorial,15.5,No rain,2010,2,Riparian Forest,1/19/2010,19:27:06,-91.347347,34.02682268,01
Arkansas Post National Memorial,15.5,No rain,2010,2,Riparian Forest,1/19/2010,19:29:24,-91.34610184,34.02684983,01
Arkansas Post National Memorial,15.5,No rain,2010,1,Riparian Forest,1/19/2010,19:31:33,-91.34557801,34.02683893,01
Arkansas Post National Memorial,15.5,No rain,2010,5,Riparian Forest,1/19/2010,19:35:33,-91.34318957,34.02493926,01
Arkansas Post National Memorial,15.5,No rain,2010,6,Riparian Forest,1/19/2010,19:37:28,-91.34319077,34.02470077,01
Arkansas Post National Memorial,15.5,No rain,2010,4,Mowed Lawn,1/19/2010,19:39:08,-91.34320377,34.02414233,01
Arkansas Post National Memorial,15.5,No rain,2010,2,Riparian Forest,1/19/2010,19:41:19,-91.34371415,34.0226278,01
Arkansas Post National Memorial,15.5,No rain,2010,6,Mowed Lawn,1/19/2010,19:45:05,-91.34646038,34.01858957,01
Arkansas Post National Memorial,15.5,No rain,2010,6,Mowed Lawn,1/19/2010,19:47:47,-91.34674613,34.01818642,01
Arkansas Post National Memorial,15.5,No rain,2010,3,Mowed Lawn,1/19/2010,19:55:07,-91.34674933,34.01810974,01
Arkansas Post National Memorial,15.5,No rain,2010,2,Mowed Lawn,1/19/2010,19:56:05,-91.34638974,34.01760925,01
Arkansas Post National Memorial,15.5,No rain,2010,1,Riparian Forest,1/19/2010,19:58:51,-91.34584164,34.01745556,01
Arkansas Post National Memorial,15.5,No rain,2010,2,Riparian Forest,1/19/2010,20:00:58,-91.34607392,34.01758574,01
Arkansas Post National Memorial,15.5,No rain,2010,6,Mowed Lawn,1/19/2010,20:06:47,-91.35190189,34.02234998,01
Arkansas Post National Memorial,14.3,No rain,2010,5,Riparian Forest,1/19/2010,20:25:45,-91.34874066,34.02642505,01
Arkansas Post National Memorial,14.3,No rain,2010,2,Riparian Forest,1/19/2010,20:28:46,-91.34602947,34.02684838,01
Arkansas Post National Memorial,14.3,No rain,2010,1,Riparian Forest,1/19/2010,20:29:59,-91.34578684,34.02684113,01
Arkansas Post National Memorial,14.3,No rain,2010,13,Riparian Forest,1/19/2010,20:33:10,-91.343175,34.0247576,01
Arkansas Post National Memorial,14.3,No rain,2010,4,Riparian Forest,1/19/2010,20:36:13,-91.34322713,34.02342798,01
Arkansas Post National Memorial,14.3,No rain,2010,6,Mowed Lawn,1/19/2010,20:40:03,-91.34633798,34.01871055,01
Arkansas Post National Memorial,14.3,No rain,2010,3,Riparian Forest,1/19/2010,20:41:46,-91.34645195,34.01861017,01
Arkansas Post National Memorial,14.3,No rain,2010,5,Mowed Lawn,1/19/2010,20:43:03,-91.34673693,34.01822397,01
Arkansas Post National Memorial,14.3,No rain,2010,3,Mowed Lawn,1/19/2010,20:45:11,-91.34670991,34.01794328,01
Arkansas Post National Memorial,14.3,No rain,2010,2,Mowed Lawn,1/19/2010,20:46:55,-91.34641274,34.01760941,01
Arkansas Post National Memorial,14.3,No rain,2010,2,Riparian Forest,1/19/2010,20:48:38,-91.34607891,34.01739254,01
Arkansas Post National Memorial,14.3,No rain,2010,3,Mowed Lawn,1/19/2010,20:50:23,-91.34601711,34.01735528,01
Arkansas Post National Memorial,14.3,No rain,2010,1,Riparian Forest,1/19/2010,20:57:00,-91.34527402,34.0221997,01
Arkansas Post National Memorial,14.3,No rain,2010,7,Mowed Lawn,1/19/2010,21:01:05,-91.35183948,34.0224058,01
Arkansas Post National Memorial,8.3,No rain,2010,5,Riparian Forest,1/25/2010,18:35:11,-91.34827036,34.02659468,01
Arkansas Post National Memorial,8.3,No rain,2010,6,Riparian Forest,1/25/2010,18:37:27,-91.34673171,34.02685011,01
Arkansas Post National Memorial,8.3,No rain,2010,1,Riparian Forest,1/25/2010,18:39:39,-91.34617472,34.02684529,01
Arkansas Post National Memorial,8.3,No rain,2010,4,Mowed Lawn,1/25/2010,18:43:10,-91.3432031,34.0244201,01
Arkansas Post National Memorial,8.3,No rain,2010,9,Mowed Lawn,1/25/2010,18:50:58,-91.34674942,34.01803735,01
Arkansas Post National Memorial,8.3,No rain,2010,4,Mowed Lawn,1/25/2010,18:54:19,-91.34643024,34.01762773,01
Arkansas Post National Memorial,8.3,No rain,2010,5,Riparian Forest,1/25/2010,19:02:46,-91.35220393,34.0220077,01
Arkansas Post National Memorial,8.4,No rain,2010,1,Riparian Forest,1/25/2010,19:33:08,-91.34676185,34.0268622,01
Arkansas Post National Memorial,8.4,No rain,2010,1,Riparian Forest,1/25/2010,19:36:00,-91.34526813,34.02683762,01
Arkansas Post National Memorial,8.4,No rain,2010,1,Riparian Forest,1/25/2010,19:38:55,-91.34321453,34.02423009,01
Arkansas Post National Memorial,8.4,No rain,2010,4,Mowed Lawn,1/25/2010,19:40:15,-91.34321255,34.02409606,01
Arkansas Post National Memorial,8.4,No rain,2010,1,Riparian Forest,1/25/2010,19:43:29,-91.34466713,34.02058459,01
Arkansas Post National Memorial,8.4,No rain,2010,7,Mowed Lawn,1/25/2010,19:46:21,-91.34674723,34.01806709,01
Arkansas Post National Memorial,8.4,No rain,2010,4,Mowed Lawn,1/25/2010,19:48:20,-91.34624097,34.01750304,01
Arkansas Post National Memorial,8.4,No rain,2010,3,Riparian Forest,1/25/2010,19:54:47,-91.34744518,34.02211715,01
Arkansas Post National Memorial,8.4,No rain,2010,1,Riparian Forest,1/25/2010,19:56:53,-91.34799162,34.02231446,01
Arkansas Post National Memorial,8.4,No rain,2010,5,Riparian Forest,1/25/2010,20:00:01,-91.35220551,34.02201779,01
Arkansas Post National Memorial,6.5,No rain,2010,1,Riparian Forest,1/25/2010,20:35:45,-91.3432131,34.02453977,01
Arkansas Post National Memorial,6.5,No rain,2010,2,Riparian Forest,1/25/2010,20:38:25,-91.34399323,34.02244064,01
Arkansas Post National Memorial,6.5,No rain,2010,3,Riparian Forest,1/25/2010,20:41:55,-91.34599312,34.01896346,01
Arkansas Post National Memorial,6.5,No rain,2010,3,Mowed Lawn,1/25/2010,20:43:55,-91.34673634,34.01803141,01
Arkansas Post National Memorial,6.5,No rain,2010,4,Mowed Lawn,1/25/2010,20:45:26,-91.3467268,34.01795601,01
Arkansas Post National Memorial,6.5,No rain,2010,4,Mowed Lawn,1/25/2010,20:47:02,-91.3465649,34.01773202,01
Arkansas Post National Memorial,6.5,No rain,2010,1,Riparian Forest,1/25/2010,20:50:29,-91.34562767,34.0173025,01
Arkansas Post National Memorial,6.5,No rain,2010,5,Riparian Forest,1/25/2010,20:57:50,-91.35219786,34.02199964,01
Arkansas Post National Memorial,5,No rain,2010,2,Riparian Forest,2/1/2010,18:41:43,-91.34649303,34.02684991,02
Arkansas Post National Memorial,5,No rain,2010,1,Riparian Forest,2/1/2010,18:45:33,-91.34316451,34.02592723,02
Arkansas Post National Memorial,5,No rain,2010,1,Riparian Forest,2/1/2010,18:49:37,-91.34454927,34.02103469,02
Arkansas Post National Memorial,5,No rain,2010,4,Mowed Lawn,2/1/2010,18:53:09,-91.34673616,34.01798465,02
Arkansas Post National Memorial,5,No rain,2010,7,Mowed Lawn,2/1/2010,18:55:20,-91.34598325,34.01731973,02
Arkansas Post National Memorial,5,No rain,2010,2,Riparian Forest,2/1/2010,19:01:57,-91.34560618,34.02217647,02
Arkansas Post National Memorial,5,No rain,2010,6,Riparian Forest,2/1/2010,19:04:44,-91.34945442,34.02279535,02
Arkansas Post National Memorial,5,No rain,2010,5,Riparian Forest,2/1/2010,19:06:59,-91.35206907,34.02215211,02
Arkansas Post National Memorial,3.8,No rain,2010,1,Riparian Forest,2/1/2010,19:39:52,-91.34843365,34.02653624,02
Arkansas Post National Memorial,3.8,No rain,2010,1,Riparian Forest,2/1/2010,19:43:01,-91.34485364,34.02683344,02
Arkansas Post National Memorial,3.8,No rain,2010,2,Riparian Forest,2/1/2010,19:45:49,-91.3431753,34.02512223,02
Arkansas Post National Memorial,3.8,No rain,2010,1,Mowed Lawn,2/1/2010,19:47:13,-91.34318693,34.02439375,02
Arkansas Post National Memorial,3.8,No rain,2010,4,Mowed Lawn,2/1/2010,19:54:07,-91.34667858,34.01786273,02
Arkansas Post National Memorial,3.8,No rain,2010,3,Mowed Lawn,2/1/2010,19:56:37,-91.34590021,34.01726626,02
Arkansas Post National Memorial,3.8,No rain,2010,2,Riparian Forest,2/1/2010,20:04:27,-91.34549437,34.02220566,02
Arkansas Post National Memorial,3.8,No rain,2010,6,Riparian Forest,2/1/2010,20:08:49,-91.34947068,34.02282837,02
